id,label
332569,9
338710,9
309042,8
311356,8
336442,4
337922,8
337908,1
311311,1
320250,3
338341,1
322443,7
338168,10
321199,10
320435,9
338155,8
319369,8
306180,8
305756,1
323121,9
337775,4
330433,8
321573,8
314023,1
349868,4
349125,8
320006,9
324742,9
308426,1
308169,8
346788,1
320068,1
350254,5
308226,8
310112,8
323122,9
347136,7
309162,4
324885,9
322221,9
320545,9
336903,3
323141,9
323259,9
345701,7
344251,1
324894,9
324958,9
307115,1
337872,7
314628,8
313040,8
332466,8
346542,3
307664,1
323165,9
305074,1
304997,1
324287,10
323352,9
335993,9
336866,8
320346,8
307351,8
332621,3
306263,7
329029,8
308210,8
333276,8
313057,8
329142,8
337734,3
335358,8
322255,9
309556,8
305362,8
331978,8
319434,4
325442,9
324681,1
307586,8
320409,8
324282,1
337463,8
321704,4
332454,8
305758,1
331701,3
329024,7
337306,8
314322,3
311358,8
346774,8
313400,7
344588,1
336972,8
331884,8
331840,4
324123,5
321543,3
314015,9
320137,5
322759,9
322727,4
322863,8
308800,8
322704,8
332005,8
321337,1
321302,1
324065,9
320537,9
320132,4
325461,10
309121,8
311698,8
336476,9
336608,1
322753,9
319481,1
338074,9
338159,8
307868,5
306883,3
321625,9
321663,8
320524,10
306477,8
345503,8
320541,10
336713,8
305613,9
337693,8
324019,1
318729,8
329509,1
310735,7
322581,4
305342,8
325040,9
314977,7
336545,9
327795,9
338653,9
331981,8
337785,8
349793,3
331975,9
324741,9
324431,1
323283,9
337178,8
324379,8
310293,8
337277,8
332450,3
315787,8
313728,8
324772,9
310311,8
327540,9
323291,9
307667,8
305486,7
310377,1
309135,1
324071,8
323345,9
343839,6
347937,8
312055,8
337674,8
324139,4
338683,9
322748,8
318238,8
312425,8
315698,10
323147,9
333061,8
305653,8
338921,3
322742,8
306753,3
322951,8
309587,8
336849,8
324110,8
306882,8
321331,8
319336,8
306976,1
338290,3
331897,8
319862,8
319442,8
336554,8
309603,3
336541,8
334744,8
331914,4
323080,10
312271,8
318135,8
331809,1
322319,9
319314,8
321661,8
322276,9
319977,2
337681,8
325433,9
309969,1
323998,6
313379,8
338454,8
332920,8
338517,8
306400,8
323095,8
324072,8
316792,8
346303,8
322848,8
328750,8
319807,8
319728,9
323826,9
343888,8
309143,8
336386,8
346182,8
311687,8
323011,8
313028,3
322561,8
329197,8
319416,8
337947,4
323824,9
321218,1
308965,4
306032,8
332924,1
309554,8
349304,8
323289,9
306546,8
337766,4
324398,1
323204,9
306164,1
320000,10
311974,8
323851,9
344230,9
304974,1
349971,1
333456,8
328981,4
325470,10
338851,8
337847,8
305358,8
305069,1
332578,9
323934,8
333942,7
321960,8
324403,1
306823,8
323128,9
313892,1
336568,3
331872,8
324386,8
313451,8
312677,8
306115,8
311413,1
324389,8
306607,7
335788,8
344593,4
319388,8
317212,8
305992,8
331015,8
323137,9
338141,8
308582,8
321539,3
321706,1
310485,8
309859,9
306984,8
325112,9
333959,8
328594,9
337724,8
306262,8
307210,3
307742,10
311382,1
321396,5
323875,7
324924,9
336446,9
304964,8
306001,8
308980,8
311473,7
312470,1
315760,8
317124,8
320712,8
320925,5
321906,8
322537,8
322540,8
323152,9
323225,9
323343,9
323417,9
323879,8
324378,8
324629,1
324732,9
331999,8
332036,1
332740,10
332927,8
333938,3
334092,8
334648,8
336947,8
337500,8
337963,3
337990,8
338028,8
346344,8
346549,7
347297,8
308477,8
320313,3
332011,8
337433,8
304864,2
304905,2
304916,8
304963,8
304973,1
305073,1
305447,8
305605,8
305743,4
305792,3
308111,5
308580,3
309706,1
311669,3
312507,1
312763,3
328846,8
322459,9
322461,9
321607,9
323177,9
323813,9
323827,9
321568,7
320145,3
321527,5
324723,9
324937,9
329814,9
330617,1
332071,1
333903,8
324743,9
324834,9
336028,9
336389,8
349168,7
304952,8
304962,8
305374,8
305624,9
305672,4
305674,8
305804,8
305847,8
305865,8
306079,2
306080,8
306315,8
307335,8
307884,8
308101,4
308297,8
309485,8
309562,6
309663,8
309858,8
309958,8
309987,8
310022,9
310163,7
310543,8
310545,10
310642,1
311183,8
311752,10
311972,8
312286,8
312371,8
312395,1
312756,8
313009,8
313047,5
313770,8
314197,8
314463,8
314592,9
315191,8
315404,1
315813,8
317819,8
319376,8
319379,8
319530,1
319651,4
319967,8
319986,6
320450,10
320452,8
320471,8
320539,9
320643,8
320692,8
321174,8
321278,8
321315,8
321317,8
321550,1
321616,9
321673,8
321676,5
321757,8
321761,8
322378,9
322397,9
322421,8
322469,8
322557,8
322579,8
322582,4
322632,4
322650,4
322707,8
322892,9
322986,8
323139,9
323149,9
323179,9
323182,9
323188,9
323213,8
323215,9
323222,9
323286,9
323312,9
323344,9
323371,9
323448,9
323981,1
324094,8
324143,1
324369,8
324381,1
324480,8
325241,9
328792,8
328795,8
328833,7
330420,8
330950,8
330952,8
331976,9
331985,8
332444,3
332694,8
332784,8
332852,8
332886,8
333070,8
333914,8
333918,8
336124,9
336396,3
336553,8
336860,8
336867,8
336946,8
337201,8
337263,8
337455,3
337508,8
338089,8
339006,8
339980,5
343971,8
343980,8
344036,8
344073,9
344308,4
345179,9
348136,7
348918,8
349316,8
349969,1
338354,1
305217,1
306866,10
307047,8
307421,1
307565,5
308145,9
308814,8
311802,7
320334,8
325234,9
324887,9
306134,8
310330,8
312397,8
313049,8
313673,8
313967,8
322216,8
322539,8
322901,2
308158,8
323218,9
323262,9
323356,9
323447,9
323943,1
324012,8
325103,9
329136,8
330734,8
332022,2
333917,8
337539,8
338331,10
304845,1
304878,1
304912,5
304991,4
305487,1
306146,1
306247,1
306624,2
307629,1
307964,3
311026,1
311243,8
311449,8
311965,8
313194,8
314137,3
314213,8
346163,7
315078,8
319385,5
319933,1
323399,9
324576,3
322014,8
327523,8
329219,8
329845,8
330548,8
330586,8
331016,8
332911,9
335350,8
338833,9
338838,9
325348,9
337408,8
305049,1
305312,1
305354,1
305565,8
306766,8
306878,8
306920,8
307065,3
307431,8
307698,8
307809,8
308003,8
308157,6
308546,8
308616,2
311525,8
311984,8
314062,1
314448,9
314490,8
315764,8
316753,8
319315,8
319378,1
319406,4
319877,8
319924,8
320056,8
320487,9
320683,1
320688,1
320850,8
321186,8
321546,1
321622,9
321626,9
321859,8
322356,9
322395,9
322562,8
322568,8
322630,7
322653,8
322706,8
322734,8
322743,8
322850,9
322868,1
323131,9
323150,9
323159,9
323254,9
323258,9
323292,9
323310,9
323311,9
323314,9
323319,9
323346,9
323400,9
323994,8
324017,3
324020,1
324076,3
324092,8
324299,5
324397,10
324402,1
324430,8
324955,9
325479,7
325496,10
325500,9
325922,9
325976,9
325979,9
328779,8
328943,8
329077,1
329878,8
329911,8
329954,3
330266,9
330554,8
330811,8
330901,8
331905,4
332017,8
332075,10
332929,8
333058,8
333315,8
333325,8
333338,8
333379,8
334240,8
335166,8
336385,9
336532,7
336616,8
336992,8
337207,8
337560,8
337763,8
338318,8
338768,8
342331,8
343833,9
343970,8
344007,1
344026,6
344058,9
344067,8
344242,9
344776,8
345314,3
347464,8
348358,8
349749,8
305701,8
312615,8
315589,8
320526,9
323388,9
324875,9
324767,9
330894,8
324784,9
324804,9
338107,1
304850,8
306004,1
313084,3
319295,8
320621,10
321599,8
321696,8
321743,1
322481,8
322507,4
323306,9
332917,8
333057,8
335485,8
348795,5
349142,8
349175,7
350073,8
350181,9
305058,1
305421,8
305594,1
305596,1
305857,8
305969,1
306102,3
307392,8
308195,8
332596,3
309174,8
309455,8
310409,4
311218,1
312841,8
313051,8
313258,1
313989,8
314520,8
315571,4
320685,8
321192,3
322574,8
322741,8
324187,8
324912,9
324738,9
329714,8
328913,7
335643,8
348804,8
304882,4
305212,1
305307,8
305885,8
306336,8
306718,3
306869,10
306992,2
308258,1
308347,8
308349,1
308399,8
308561,1
308622,8
308657,1
308844,10
309126,8
309243,3
309895,1
310487,8
310502,8
311075,8
311386,8
311399,1
311549,8
311615,8
313266,8
313397,8
313907,9
313945,1
314295,1
314885,1
315081,8
315238,8
316471,8
319345,8
319370,8
319834,9
319945,8
319987,6
320044,9
320922,8
321128,8
321200,8
321532,5
321560,1
321567,3
321585,4
322502,8
322671,8
322733,8
322857,9
322862,8
322884,1
322889,1
323021,9
323135,9
323226,9
323234,9
323308,8
323370,9
324005,1
324031,8
324096,8
324138,4
324286,1
324298,1
324376,8
324671,9
325120,8
327526,8
328774,9
329272,8
329315,1
329530,8
330035,4
330058,8
330226,8
330701,9
330741,7
330954,8
331710,1
331990,6
332876,8
332913,9
333108,8
333171,9
333215,3
333280,8
335605,5
335765,3
335952,3
336395,8
337551,8
337566,8
337987,8
338350,2
338678,9
338749,1
338805,1
340467,1
343972,8
344027,8
344307,4
344560,8
344589,3
345979,8
346540,8
348919,8
348925,8
349923,3
350100,8
319731,9
306257,8
307595,1
311114,10
314864,8
324548,7
322340,9
324416,8
328984,8
337417,4
305390,8
310876,8
314835,1
317845,8
319810,8
321620,8
321866,8
323354,9
325204,9
330579,3
331860,3
332481,9
332915,9
335117,8
337572,8
343984,4
347677,8
349661,7
349725,8
304857,8
304988,8
305093,5
305706,8
305389,3
305501,1
305528,8
305814,5
305853,1
305949,8
305999,3
306142,4
306663,8
306775,4
306788,3
307098,8
307260,8
307594,3
307670,1
307909,8
307945,1
309551,1
309838,8
311632,1
311969,3
312662,1
314765,8
315350,8
322463,9
322754,9
323099,9
323126,9
324082,9
321513,3
325308,9
325459,5
329274,9
329886,8
330157,3
335717,3
337765,5
332662,8
337401,1
337992,8
346066,8
305060,8
305273,3
306000,8
306003,1
306117,2
306238,8
306390,3
307473,8
307476,8
307643,8
307691,1
307695,8
307915,9
309297,1
309308,1
309690,8
309889,7
310669,7
311700,8
311888,4
311991,8
312052,4
312065,8
312325,4
312408,8
312553,8
312603,8
314101,3
314125,4
314309,9
314453,1
314507,8
317320,8
318182,7
318958,8
319395,4
319915,8
319923,1
320058,8
320436,9
320609,10
320713,8
320876,8
321125,8
321276,1
321287,1
321540,3
321545,3
321600,8
321642,8
321664,8
321729,8
321753,1
322041,10
322355,9
322445,6
322495,8
322501,8
322552,8
322554,8
322828,8
322903,8
323017,10
323134,9
323162,9
323195,9
323197,9
323220,9
323248,9
323249,9
323267,9
323313,9
323987,6
324026,8
324042,8
324047,8
324105,8
324142,8
324382,8
324783,9
324837,9
325919,9
328847,8
328897,3
329035,8
329181,7
329431,8
329510,8
329740,1
330487,8
332069,9
332074,10
332594,4
333050,8
333429,8
334778,8
335138,7
335747,8
336401,8
336634,3
336747,8
336959,1
337032,9
337102,8
337182,8
337230,8
337393,8
337452,8
337507,8
337677,8
337960,8
338247,8
338414,8
338697,8
343946,8
343994,1
346742,4
349792,3
349851,3
305710,8
305986,8
308131,8
308903,1
314555,1
321780,9
323328,9
323852,9
324890,9
324740,9
325219,9
307128,8
309619,8
310458,1
311078,8
313696,8
314045,8
315378,8
319978,1
320100,1
320355,9
322018,8
322705,8
322893,9
323171,9
323988,8
324023,1
324074,8
324087,3
330084,4
330618,3
331948,8
331951,7
332034,7
332043,10
332899,9
334658,8
335124,8
335483,8
350186,9
311536,10
357630,8
355747,9
358354,8
322067,8
357633,3
356874,9
361682,8
358035,9
356829,3
305726,1
356305,10
358099,9
357226,9
357910,9
356372,9
310766,8
325315,9
358738,3
338896,7
344590,3
357639,10
358555,8
358324,9
361369,6
355783,9
354788,2
357560,9
359030,9
357945,9
357044,9
333399,8
357234,10
324189,1
357715,10
357999,9
356669,9
325303,9
349697,1
356251,8
355939,9
358009,3
309371,8
356670,3
358736,10
333227,8
329608,2
309688,8
357787,9
357180,9
355533,9
356125,9
358553,8
331841,4
330304,7
333517,8
357700,9
322587,4
355316,9
312309,8
323236,9
356876,8
357499,9
357656,9
356346,3
356995,3
357742,9
320550,1
356630,9
353775,8
355438,9
369168,8
346981,1
337794,8
357792,9
322042,9
347021,4
356465,9
335735,4
358327,9
357449,8
357655,9
357692,9
357794,9
356997,9
357544,10
335723,8
325984,9
308931,1
314026,1
307489,1
311595,1
306837,1
311275,8
336065,9
338283,7
338867,9
307822,8
338588,8
337565,8
334660,9
336017,8
333400,8
306072,8
333514,8
321615,10
321290,1
319568,9
322668,8
348711,1
308053,4
319800,8
366403,8
330425,4
328529,9
366287,7
366292,10
366269,1
332926,8
339487,1
308520,1
343841,1
349006,8
346809,3
352090,1
351873,5
314880,8
345669,8
345582,3
324018,3
323990,1
353689,3
351609,1
322588,8
366365,10
338800,2
312009,8
324368,1
364099,9
333015,8
332773,8
342004,1
323856,2
310464,1
309016,1
341075,1
305484,1
308419,1
308699,1
342270,1
359432,1
339526,1
340482,1
340677,1
315335,1
341435,1
305641,1
342210,1
341270,1
315820,5
348363,8
347072,8
329226,1
308012,1
346165,8
348316,8
309887,8
307525,10
314459,1
336728,8
337204,3
309386,8
336897,8
338920,8
337675,2
312400,5
337090,3
315105,8
338875,8
306673,8
338741,8
315569,1
311627,4
307099,1
335639,6
333141,8
328887,4
327849,9
327893,9
326061,9
326067,9
324805,9
307568,1
326035,9
336136,9
322680,4
347369,7
314483,4
329502,3
314238,1
308152,8
309620,1
358142,9
358126,9
357377,9
357366,9
358130,9
357379,3
357355,9
358217,9
358163,9
358164,3
357418,9
358181,9
358168,8
358153,9
356087,9
358104,9
358098,8
358077,3
357329,9
356649,9
357320,9
314311,8
357253,9
357048,9
357016,9
357836,3
315426,3
357613,9
358326,9
357618,8
337883,7
358265,9
357552,9
311641,8
337850,8
355555,8
355276,8
355228,9
355255,10
349251,8
310148,8
310414,2
357779,10
332636,8
337897,8
332932,8
357632,3
357621,9
358304,9
313048,1
358253,9
356692,9
338137,9
337422,8
357500,9
337423,8
332188,3
355729,3
337209,8
337549,4
311137,8
357996,9
357129,9
357136,3
357989,9
357201,3
338200,1
357095,9
338370,9
338608,9
338603,3
357978,9
357139,9
357148,3
357122,9
357125,10
357126,9
320513,9
312207,1
334897,8
308491,8
346627,1
347453,1
345645,1
346576,1
348178,1
344663,1
347415,1
348368,1
346424,1
345154,1
346653,1
338332,1
346003,1
346479,1
345636,1
347392,1
339233,1
348579,1
348612,1
352166,1
345122,1
346633,1
346998,1
346296,1
346511,1
329418,1
345302,1
345400,1
358454,8
345313,1
345167,1
346094,1
348658,1
346539,1
347345,1
347172,1
348109,1
347246,1
313274,1
345995,1
346382,1
345809,1
346215,1
345853,1
345379,1
313524,8
325911,9
334579,8
332591,9
332709,7
309015,1
311077,1
364462,9
341416,1
364846,3
338953,1
313471,1
361385,4
363433,9
340263,1
349990,8
346284,8
312165,8
337547,8
349112,8
360230,1
305474,8
335774,8
349858,3
314468,1
310511,1
342318,2
309250,1
307174,8
310223,8
324719,9
311071,1
347290,1
323380,9
329776,1
347371,1
368344,10
306832,1
346612,8
332007,10
352328,8
310940,1
366747,9
309768,8
311853,1
331953,3
349088,8
367919,1
341572,1
315142,1
320616,10
339251,2
330273,1
343169,5
322745,7
306868,1
309345,8
329894,1
367143,9
306670,7
362671,8
341083,8
319916,8
347201,8
311392,8
364804,8
340763,8
310339,1
307286,1
332930,3
311377,8
368151,1
321275,8
345176,1
341504,1
341077,8
345041,1
364496,9
368305,8
367343,9
340819,1
310834,1
313680,1
343254,2
342738,2
347286,1
365274,8
368233,1
312990,3
365298,8
343764,1
329771,1
309353,1
314149,1
310134,8
338931,2
311942,1
326033,9
350813,8
367353,9
350300,8
311342,2
351379,10
338744,9
341447,1
305099,8
369062,1
346713,1
315084,1
342476,8
348414,1
350599,8
365209,9
341999,1
349017,3
309441,1
342934,8
337186,1
322923,8
313965,1
362209,8
313628,1
315074,1
339567,1
310042,1
367362,1
341427,1
305228,1
309152,1
330642,8
343365,1
308388,1
342792,8
307073,4
357956,9
357096,9
306700,3
357498,9
333380,8
314779,1
358267,10
337156,8
325416,9
345854,1
357758,9
355671,9
337063,8
309818,8
314750,3
338417,3
329896,8
355733,9
334896,10
355876,9
355951,9
309366,1
349587,4
361367,1
324863,9
307642,1
309658,8
311743,1
339534,1
307495,4
369264,7
355595,9
305328,1
357050,9
357575,9
333364,6
340584,1
315026,1
355302,9
340089,1
341194,8
325352,9
368240,1
338751,1
342990,8
343483,1
310463,1
368068,8
359453,9
343734,1
315260,1
366471,7
310077,1
312958,8
313136,8
305127,3
307939,2
363514,9
306515,8
324906,9
341148,2
349234,1
311442,1
343796,1
339432,8
315002,8
306479,4
350583,1
314878,5
313823,1
343436,8
343389,8
360183,1
365790,3
313640,8
338914,1
308386,8
368165,1
330606,3
364871,3
310006,2
368217,3
360246,3
350285,8
368338,1
325256,9
305957,2
354999,2
308173,1
311899,8
325022,9
358576,8
305950,1
348845,9
347126,1
311450,1
314249,7
349830,3
310164,1
348231,8
325217,9
338973,3
311148,6
340079,1
312973,1
340205,1
336105,9
359799,9
307033,1
310894,8
332429,8
314360,1
311241,1
311180,1
314097,1
345743,1
343117,8
307736,1
308317,1
315042,1
340772,1
313929,3
341131,1
311396,1
308916,8
338882,1
368215,8
340965,8
345652,8
350627,8
329470,1
304966,1
305422,4
341341,1
341629,1
324956,9
339320,2
359539,3
353850,7
311293,1
325404,9
324279,8
332428,8
332103,8
350458,8
344885,7
308038,1
349275,8
368056,9
351269,1
312142,1
350069,3
332451,9
305552,1
308972,3
340546,8
305643,1
315829,7
314757,1
323815,9
342263,8
367417,1
323822,9
313297,8
343755,8
313956,2
350007,1
315636,1
342618,8
326112,9
342766,1
313323,1
343765,1
337996,1
305268,1
349177,3
308251,1
314153,1
311846,8
336366,9
325240,9
367154,9
342481,5
325318,9
348669,2
306218,5
366976,8
339255,3
336370,9
348419,7
341244,1
339986,1
324953,9
320089,1
349704,5
341277,8
366513,9
314240,1
326063,9
311284,1
325910,9
319983,8
351887,8
364580,2
308565,1
339173,5
349902,3
363295,1
309940,8
310995,1
321569,8
363527,8
338466,8
311718,1
360175,1
312160,1
369318,8
324917,9
339614,8
360190,1
309236,3
325276,9
311922,8
338335,4
307607,1
305583,1
340350,8
342591,1
342991,8
325343,9
360436,8
311093,1
358522,9
367349,9
340384,1
342269,2
321823,1
341941,1
346697,8
310219,1
359921,9
339857,8
340761,1
314462,1
310568,8
350562,8
343280,1
324966,9
319892,8
330047,1
342623,8
368066,1
346733,1
315296,1
359751,9
347158,1
328758,3
311926,1
367635,8
350706,1
315592,1
351487,2
310367,1
361804,8
311000,8
307807,8
348191,8
345661,8
308033,1
329563,8
342730,8
367840,3
311825,5
313385,1
307333,1
339313,3
309597,1
338855,9
329425,8
343206,3
309210,8
313891,8
349608,4
329099,8
366781,9
361182,10
342530,1
338284,8
363652,8
343101,1
339836,8
346636,1
343268,8
307560,1
308939,1
343269,8
342173,8
363175,8
343380,8
310447,1
324786,9
360172,1
315117,1
366243,6
305754,2
339556,2
342887,1
336668,8
339286,8
325005,9
368288,5
339581,1
314237,1
338014,10
356095,9
314144,8
335988,9
344762,8
329330,1
313903,1
367093,9
331843,4
315082,1
355162,3
305424,1
325263,9
348945,8
357130,9
333389,7
357842,8
356538,9
349685,1
321852,3
343655,1
369171,9
357735,10
305016,1
306730,1
342218,1
341929,1
309284,1
347313,8
310895,1
340830,8
365576,8
306573,1
346506,8
352069,1
368083,9
314262,1
305875,1
335221,8
312695,3
368111,3
325075,9
368364,9
312208,7
326051,9
361487,2
332446,4
345413,8
338127,8
360584,8
314640,1
362236,9
329826,1
342385,1
360207,1
339139,1
349376,1
325007,9
315001,8
325971,9
343238,1
310027,1
341349,8
315010,1
329584,1
346717,1
307974,1
325323,9
343471,1
351314,1
347181,1
312875,1
309806,1
305664,1
330268,8
339414,1
342994,8
360204,1
313761,1
357166,3
313176,8
356824,9
324826,9
333275,8
357147,8
358332,3
342841,5
324897,9
324973,9
315364,1
325421,9
364640,8
343327,8
306007,1
321552,1
306166,1
305116,1
338977,1
340387,3
310761,8
339382,1
337150,8
310413,1
306815,1
324560,8
311896,1
315437,8
367884,1
312974,8
368546,9
353780,9
367951,1
351640,1
335734,9
339363,8
361955,1
363677,1
368581,2
347247,1
339964,1
309245,1
309434,8
339859,1
306421,1
341464,8
307901,1
338552,1
351722,2
340680,1
306269,8
327844,9
339784,8
329881,1
336506,8
324133,4
336603,8
340759,2
366598,9
350974,1
345200,1
368580,3
307773,1
340119,1
311661,8
360191,1
311210,8
341772,8
330181,3
307676,1
313851,1
349187,7
315785,1
315521,8
306933,8
325073,9
353598,9
329436,1
351576,8
342598,1
315366,1
364275,1
327843,9
344240,1
339637,8
368272,3
340511,1
336106,9
349980,8
341429,8
342419,8
367409,1
